----
2,99,0
2,73,1
2,55,2
2,75,3
2,54,4
2,72,5
2,74,6
2,74,7
2,54,8
2,74,9
2,72,10
2,72,11
2,74,12
2,74,13
2,54,14
3,373,0
3,408,1
3,452,2
3,426,3
3,502,4
3,286,5
3,520,6
3,451,7
3,331,8
3,400,9
3,459,10
3,148,11
3,575,12
3,444,13
3,203,14
4,610,0
4,448,1
4,651,2
4,616,3
4,584,4
4,778,5
4,646,6
4,787,7
4,865,8
4,626,9
4,303,10
4,867,11
4,589,12
4,606,13
4,677,14
5,704,0
5,852,1
5,739,2
5,816,3
5,733,4
5,752,5
5,649,6
5,736,7
5,716,8
5,611,9
5,1000,10
5,863,11
5,856,12
5,603,13
5,706,14
6,730,0
6,791,ROOT
6,873,2
6,681,3
6,667,4
6,865,5
6,672,6
6,729,7
6,821,8
6,770,9
6,729,10
6,780,11
6,781,12
6,836,13
6,756,14
7,1044,0
7,1026,ROOT
7,1080,2
7,921,3
7,1004,4
7,915,5
7,909,6
7,1029,7
7,1144,8
7,821,9
7,807,10
7,897,11
7,983,12
7,858,13
7,905,14
8,1210,0
8,1229,ROOT
8,1158,2
8,1013,3
8,1108,4
8,1159,5
8,909,6
8,1126,7
8,1161,8
8,867,9
8,1197,10
8,1280,11
8,1144,12
8,841,13
8,1148,14
9,1382,0
9,1537,ROOT
9,1171,2
9,1219,3
9,1287,4
9,1094,5
9,710,6
9,1227,7
9,1184,8
9,751,9
9,1294,10
9,949,11
9,1189,12
9,1317,13
9,1250,14
10,1309,0
10,1413,ROOT
10,1386,2
10,1559,3
10,1166,4
10,1677,5
10,1640,6
10,1315,7
10,1308,8
10,1137,9
10,1327,10
10,1252,11
10,1355,12
10,1452,13
10,1158,14
11,1492,0
11,1545,ROOT
11,1394,2
11,1466,3
11,1564,4
11,1296,5
11,1520,6
11,1457,7
11,1285,8
11,1742,9
11,1611,10
11,1601,11
11,1441,12
11,1473,13
11,1275,14
12,1399,0
12,1451,ROOT
12,1315,2
12,1444,3
12,1445,4
12,1385,5
12,1378,6
12,1241,7
12,1460,8
12,1468,9
12,1365,10
12,1401,11
12,1409,12
12,1401,13
12,1465,14
13,1471,0
13,1472,ROOT
13,1471,2
13,1403,3
13,1427,4
13,1308,5
13,1283,6
13,1409,7
13,1357,8
13,1336,9
13,1283,10
13,1368,11
13,1308,12
13,1283,13
13,1428,14
14,1483,0
14,1369,ROOT
14,1307,2
14,1531,3
14,1531,4
14,1257,5
