----
52,10
66,7
80,0
97,14
111,6
125,5
138,13
153,1
161,4
183,8
198,11
----
26,5
39,0
56,10
70,1
83,4
95,7
108,11
123,9
137,13
150,14
----
36,14
47,2
63,12
75,13
89,11
102,6
116,5
129,0
136,7
----
30,2
41,13
58,10
99,0
116,7
129,3
----
48,12
84,13
100,2
113,9
208,0
221,8
233,3
248,14
261,4
----
39,4
53,9
67,7
109,13
129,2
142,1
177,6
190,10
216,11
231,5
244,8
----
54,10
68,2
81,1
89,4
108,9
142,3
155,14
----
32,2
47,10
62,7
74,8
87,4
106,0
119,13
133,12
146,11
159,5
----
35,2
50,7
63,1
77,12
85,4
101,0
402,13
415,3
429,5
463,6
----
30,9
48,2
61,6
74,11
109,1
122,10
136,7
144,0
160,4
173,12
----
22,14
38,10
56,3
70,9
83,5
98,8
112,11
151,6
----
32,4
69,7
106,12
116,5
130,2
143,9
156,0
170,3
203,10
217,8
----
40,3
54,4
78,11
94,9
108,7
122,12
----
62,13
75,0
112,1
121,3
137,12
152,10
165,8
178,6
191,14
202,5
233,2
----
26,2
40,12
74,8
89,7
121,5
134,3
----
28,12
45,0
63,1
96,13
111,6
125,2
137,3
----
34,9
50,7
63,11
77,10
90,2
119,6
137,13
150,8
168,5
----
30,11
46,12
61,1
73,10
91,5
145,6
159,13
172,9
185,14
207,0
223,3
235,2
----
55,1
68,5
82,6
95,12
104,9
119,14
133,7
178,3
191,8
----
42,13
77,0
94,9
107,2
121,1
135,3
148,10
162,7
175,14
207,4
255,5
307,6
----
43,5
56,13
71,14
85,10
98,3
105,8
150,11
164,12
197,9
----
27,9
41,6
76,8
89,7
104,4
117,0
131,3
----
35,0
50,7
63,4
80,8
439,5
473,11
486,2
499,10
----
30,13
49,8
61,4
75,0
90,2
105,10
118,5
----
33,0
47,13
59,2
74,11
87,3
101,7
217,12
----
34,8
52,6
69,2
80,13
96,12
130,7
144,9
157,10
180,14
----
31,8
66,6
80,11
94,12
108,10
139,1
163,2
----
38,2
49,0
66,9
80,12
95,7
115,10
129,5
143,11
158,4
171,8
----
27,0
41,13
55,6
70,11
89,10
102,1
----
29,10
44,6
98,14
113,12
127,1
143,4
157,13
170,0
