----
2,99,0
2,54,1
2,54,2
2,54,3
2,72,4
2,55,5
2,72,6
2,74,7
2,54,8
2,54,9
2,74,10
2,72,11
2,74,12
2,74,13
2,74,14
2,74,15
2,54,16
2,74,17
2,72,18
2,73,19
2,54,20
2,54,21
2,75,22
2,72,23
2,72,24
3,450,0
3,264,1
3,360,2
3,449,3
3,379,4
3,409,5
3,194,6
3,531,7
3,370,8
3,497,9
3,237,10
3,384,11
3,476,12
3,451,13
3,146,14
3,476,15
3,318,16
3,433,17
3,588,18
3,431,19
3,604,20
3,474,21
3,430,22
3,546,23
3,435,24
4,1021,0
4,951,1
4,1211,2
4,1108,3
4,827,4
4,1206,5
4,926,6
4,635,7
4,1122,8
4,917,9
4,1184,10
4,778,11
4,1077,12
4,1043,13
4,897,14
4,1170,15
4,993,16
4,1101,17
4,993,18
4,1063,19
4,1176,20
4,1160,21
4,1127,22
4,987,23
4,1026,24
5,1178,0
5,1003,1
5,1334,2
5,974,3
5,1142,4
5,1209,5
5,842,6
5,1149,7
5,1499,8
5,1230,9
5,1293,10
5,1055,11
5,1291,12
5,1294,13
5,1378,14
5,1249,15
5,1143,16
5,1078,17
5,1288,18
5,1222,19
5,1133,20
5,1170,21
5,1115,22
5,1032,23
5,1292,24
6,815,0
6,1210,1
6,1555,2
6,1828,3
6,1021,4
6,1531,5
6,1110,6
6,1144,7
6,1712,8
6,1281,9
6,1465,10
6,1438,11
6,1721,12
6,1447,13
6,1455,14
6,1604,15
6,1269,16
6,1418,17
6,1444,18
6,1520,19
6,1695,20
6,1641,21
6,1034,22
6,1523,23
6,1316,24
7,1273,0
7,1348,1
7,1471,2
7,1826,3
7,1197,4
7,1527,5
7,1247,6
7,1629,7
7,1531,8
7,1471,9
7,1614,10
7,1642,11
7,1668,12
7,1583,13
7,1400,14
7,1577,15
7,1575,16
7,1575,17
7,1764,18
7,1691,19
7,1688,20
7,1684,21
7,1186,22
7,1504,23
7,1602,24
8,1422,0
8,1503,1
8,1854,2
8,1842,3
8,1622,4
8,1778,5
8,2141,6
8,1942,7
8,1964,8
8,1663,9
8,1723,10
8,1914,11
8,1947,12
8,1789,13
8,1804,14
8,1773,15
8,1695,16
8,1752,17
8,1757,18
8,1853,19
8,1955,20
8,1771,21
8,1670,22
8,1767,23
8,1695,24
9,1707,0
9,1891,1
9,1915,2
9,2184,3
9,1919,4
9,2018,5
9,2210,6
9,2281,7
9,2109,8
9,1768,9
9,2063,10
9,1976,11
9,1705,12
9,1917,13
9,1855,14
9,2206,15
9,1877,16
9,1957,17
9,2105,18
9,2009,19
9,1972,20
9,2058,21
9,1776,22
9,1760,23
9,1795,24
10,2545,0
10,2016,1
10,2299,2
10,2264,3
10,1616,4
10,2376,5
10,2256,6
10,2332,7
10,2232,8
10,2481,9
10,2252,10
10,2126,11
10,1945,12
10,2298,13
10,2317,14
10,2362,15
10,1320,16
10,2335,17
10,2380,18
10,2389,19
10,2237,20
10,2186,21
10,2416,22
10,2472,23
10,2403,24
11,2733,0
11,2012,1
11,2515,2
11,2659,3
11,2710,4
11,2684,5
11,2215,6
11,2400,7
11,2670,8
11,2524,9
11,2788,10
11,2512,11
11,2452,12
11,2516,13
11,2657,14
11,2609,15
11,2612,16
11,2621,17
11,2574,18
11,2451,19
11,2239,20
11,2401,21
11,2569,22
11,2635,23
11,2397,24
12,2545,0
12,2364,1
12,2334,2
12,2554,3
12,2409,4
12,2243,5
12,2599,6
12,2666,7
12,2391,8
12,2270,9
12,2486,10
12,2364,ROOT
12,2402,12
12,2581,13
12,2583,14
12,2503,15
12,2282,16
12,2601,17
12,2422,18
12,2586,19
12,2742,20
12,2616,21
12,2277,22
12,2621,23
12,2388,24
13,2315,0
13,74,1
13,2659,2
13,2588,3
13,2617,4
13,2539,5
13,2225,6
13,2245,7
13,2478,8
13,2055,9
13,2537,10
13,2587,ROOT
13,2220,12
13,2593,13
13,2440,14
13,2456,15
13,2375,16
13,2489,17
13,2187,18
13,2462,19
13,2455,20
13,2447,21
13,2437,22
13,2598,23
13,2291,24
14,2509,0
14,2428,1
14,2406,2
14,2604,3
14,2112,4
14,2415,5
14,2776,6
14,2756,7
14,2621,8
14,2632,9
14,2565,10
14,2411,ROOT
14,2520,12
14,2653,13
