----
2,53,0
2,28,1
2,28,2
2,28,3
2,28,4
2,28,5
2,28,6
2,28,7
2,28,8
2,28,9
2,28,10
2,28,11
2,28,12
2,28,13
2,28,14
2,28,15
2,28,16
2,28,17
2,28,18
2,28,19
2,28,20
2,28,21
2,28,22
2,28,23
2,28,24
3,29,0
3,28,1
3,28,2
3,53,3
3,28,4
3,28,5
3,28,6
3,53,7
3,53,8
3,28,9
3,28,10
3,53,11
3,28,12
3,53,13
3,53,14
3,53,15
3,28,16
3,53,17
3,53,18
3,53,19
3,53,20
3,53,21
3,28,22
3,53,23
3,53,24
4,29,0
4,53,1
4,53,2
4,29,3
4,53,4
4,53,5
4,53,6
4,29,7
4,29,8
4,53,9
4,53,10
4,29,11
4,53,12
4,29,13
4,29,14
4,29,15
4,53,16
4,29,17
4,29,18
4,29,19
4,29,20
4,29,21
4,53,22
4,29,23
4,29,24
5,29,0
5,29,1
5,29,2
5,29,3
5,29,4
5,29,5
5,29,6
5,29,7
5,29,8
5,29,9
5,29,10
5,29,11
5,29,12
5,29,13
5,29,14
5,29,15
5,29,16
5,29,17
5,29,18
5,29,19
5,29,20
5,29,21
5,29,22
5,29,23
5,29,24
6,29,0
6,29,1
6,29,2
6,53,3
6,29,4
6,29,5
6,29,6
6,29,7
6,29,8
6,29,9
6,29,10
6,29,11
6,29,12
6,29,13
6,29,14
6,29,15
6,29,16
6,29,17
6,29,18
6,29,19
6,29,20
6,29,21
6,29,22
6,29,23
6,29,24
7,29,0
7,29,1
7,29,2
7,53,3
7,29,4
7,29,5
7,29,6
7,29,7
7,29,8
7,29,9
7,29,10
7,29,11
7,29,12
7,29,13
7,29,14
7,29,15
7,29,16
7,29,17
7,29,18
7,29,19
7,29,20
7,29,21
7,29,22
7,29,23
7,29,24
8,29,0
8,29,1
8,29,2
8,53,3
8,29,4
8,29,5
8,29,6
8,29,7
8,29,8
8,29,9
8,29,10
8,29,11
8,29,12
8,29,13
8,29,14
8,29,15
8,29,16
8,29,17
8,29,18
8,29,19
8,29,20
8,29,21
8,29,22
8,29,23
8,29,24
9,29,0
9,29,1
9,29,2
9,53,3
9,29,4
9,29,5
9,29,6
9,29,7
9,29,8
9,29,9
9,29,10
9,29,11
9,29,12
9,29,13
9,29,14
9,29,15
9,29,16
9,29,17
9,29,18
9,29,19
9,29,20
9,29,21
9,29,22
9,29,23
9,29,24
10,29,0
10,29,1
10,29,2
10,53,3
10,29,4
10,29,5
10,29,6
10,29,7
10,29,8
10,29,9
10,29,10
10,29,11
10,29,12
10,29,13
10,29,14
10,29,15
10,29,16
10,29,17
10,29,18
10,29,19
10,29,20
10,29,21
10,29,22
10,29,23
10,29,24
11,29,0
11,29,1
11,29,2
11,53,3
11,29,4
11,29,5
11,29,6
11,29,7
11,29,8
11,29,9
11,29,10
11,29,11
11,29,12
11,29,13
11,29,14
11,29,15
11,29,16
11,29,17
11,29,18
11,29,19
11,29,20
11,29,21
11,29,22
11,29,23
11,29,24
12,29,0
12,29,1
12,29,2
12,53,3
12,29,4
12,29,5
12,29,6
12,29,7
12,29,8
12,29,9
12,29,10
12,29,11
12,29,12
12,29,13
12,29,14
12,29,15
12,29,16
12,29,17
12,29,18
12,29,19
12,29,20
12,29,21
12,29,22
12,29,23
12,29,24
13,29,0
13,29,1
13,29,2
13,116,ROOT
13,29,4
13,29,5
13,29,6
13,29,7
13,29,8
13,29,9
13,29,10
13,29,11
13,29,12
13,29,13
13,29,14
13,29,15
13,29,16
13,29,17
13,29,18
13,29,19
13,29,20
13,29,21
13,29,22
13,29,23
13,29,24
14,116,0
14,29,1
14,29,2
14,116,ROOT
14,29,4
14,29,5
14,29,6
14,29,7
14,116,8
14,29,9
14,29,10
14,116,11
14,29,12
14,116,13
14,116,14
14,116,15
14,29,16
14,116,17
14,116,18
14,29,19
14,29,20
14,29,21
14,29,22
14,29,23
14,29,24
15,92,0
15,116,1
15,116,2
15,204,ROOT
15,29,4
15,116,5
15,116,6
15,116,7
15,92,8
15,29,9
15,116,10
15,92,11
15,29,12
15,92,13
15,92,14
15,92,15
15,116,16
15,92,17
15,92,18
15,116,19
15,116,20
15,116,21
15,29,22
15,116,23
15,29,24
16,92,0
16,92,1
16,92,2
16,204,ROOT
16,116,4
16,92,5
16,92,6
16,92,7
16,92,8
16,116,9
16,92,10
16,92,11
16,116,12
16,92,13
16,92,14
16,140,15
16,92,16
16,92,17
16,92,18
16,92,19
16,92,20
16,92,21
16,116,22
16,92,23
16,116,24
17,92,0
17,92,1
17,92,2
17,204,ROOT
17,92,4
17,92,5
17,92,6
17,92,7
17,92,8
17,92,9
17,92,10
17,92,11
17,92,12
17,92,13
17,92,14
17,140,15
17,92,16
17,92,17
17,92,18
17,92,19
17,92,20
17,92,21
17,92,22
17,92,23
17,92,24
18,92,0
18,92,1
18,92,2
18,204,ROOT
18,92,4
18,92,5
18,92,6
18,92,7
18,92,8
18,92,9
18,92,10
18,92,11
18,92,12
18,92,13
18,92,14
18,140,15
18,92,16
18,92,17
18,92,18
18,92,19
18,92,20
18,92,21
18,92,22
18,92,23
18,92,24
19,92,0
19,92,1
19,92,2
19,204,ROOT
19,92,4
19,92,5
19,92,6
19,92,7
19,92,8
19,92,9
19,92,10
19,92,11
19,92,12
19,92,13
19,92,14
19,140,15
19,92,16
19,92,17
19,92,18
19,92,19
19,92,20
19,92,21
19,92,22
19,92,23
19,92,24
20,92,0
20,92,1
20,92,2
20,204,ROOT
20,92,4
20,92,5
20,92,6
20,92,7
20,92,8
20,92,9
20,92,10
20,92,11
20,92,12
20,92,13
20,92,14
20,140,15
20,92,16
20,92,17
20,92,18
20,92,19
20,140,20
20,92,21
20,92,22
20,92,23
20,92,24
21,92,0
21,92,1
21,92,2
21,204,ROOT
21,92,4
21,92,5
21,92,6
21,92,7
21,92,8
21,92,9
21,92,10
21,92,11
21,92,12
21,92,13
21,92,14
21,140,15
21,92,16
21,92,17
21,92,18
21,92,19
21,140,20
21,92,21
21,92,22
21,92,23
21,92,24
22,92,0
22,92,1
22,92,2
22,204,ROOT
22,92,4
22,92,5
22,92,6
22,92,7
22,92,8
22,92,9
22,92,10
22,92,11
22,92,12
22,92,13
22,92,14
22,140,15
22,140,16
22,92,17
22,92,18
22,92,19
22,140,20
22,92,21
22,92,22
22,92,23
22,92,24
23,92,0
23,92,1
23,92,2
23,204,ROOT
23,92,4
23,92,5
23,92,6
23,92,7
23,92,8
23,92,9
23,92,10
23,92,11
23,92,12
23,92,13
23,92,14
23,140,15
23,140,16
23,92,17
23,92,18
23,116,19
23,140,20
23,92,21
23,92,22
23,92,23
23,92,24
24,92,0
24,140,1
24,92,2
24,204,ROOT
24,92,4
24,92,5
24,92,6
24,92,7
24,92,8
24,92,9
24,92,10
24,92,11
24,92,12
24,92,13
24,92,14
24,140,15
24,140,16
24,92,17
24,92,18
24,116,19
24,140,20
24,92,21
24,92,22
24,92,23
24,92,24
25,92,0
25,140,1
25,92,2
25,137,ROOT
25,92,4
25,92,5
25,92,6
25,92,7
25,92,8
25,92,9
25,92,10
25,92,11
25,92,12
25,92,13
25,92,14
25,140,15
25,140,16
25,92,17
25,92,18
25,116,19
25,140,20
25,92,21
25,92,22
25,92,23
25,92,24
26,92,0
26,140,1
26,92,2
26,137,ROOT
26,92,4
26,92,5
26,92,6
26,92,7
26,92,8
26,92,9
26,92,10
26,92,11
26,92,12
26,92,13
26,92,14
26,92,15
26,92,16
26,92,17
26,92,18
26,116,19
26,92,20
26,92,21
26,92,22
26,92,23
26,92,24
27,92,0
27,140,1
27,92,2
27,137,ROOT
27,92,4
27,92,5
27,92,6
27,92,7
27,92,8
27,92,9
27,92,10
27,92,11
27,92,12
27,92,13
27,92,14
27,92,15
27,92,16
27,92,17
27,92,18
27,116,19
27,92,20
27,92,21
27,92,22
27,92,23
27,92,24
28,92,0
28,92,1
28,92,2
28,137,ROOT
28,92,4
28,92,5
28,92,6
28,92,7
28,92,8
28,92,9
28,92,10
28,92,11
28,92,12
28,92,13
28,92,14
28,92,15
28,92,16
28,92,17
28,92,18
28,116,19
28,92,20
28,92,21
28,92,22
28,92,23
28,92,24
29,92,0
29,92,1
29,92,2
29,137,ROOT
29,92,4
29,92,5
29,92,6
29,92,7
29,92,8
29,92,9
29,92,10
29,92,11
29,92,12
29,92,13
29,92,14
29,92,15
29,92,16
29,92,17
29,92,18
29,116,19
29,92,20
29,92,21
29,92,22
29,92,23
29,92,24
30,92,0
30,92,1
30,92,2
30,137,ROOT
30,92,4
30,92,5
30,92,6
30,92,7
30,92,8
30,92,9
30,92,10
30,92,11
30,92,12
30,92,13
30,92,14
30,92,15
30,92,16
30,92,17
30,92,18
30,116,19
30,92,20
30,92,21
30,92,22
30,92,23
30,92,24
31,92,0
31,92,1
31,92,2
31,137,ROOT
31,92,4
31,92,5
31,92,6
31,92,7
31,92,8
31,92,9
31,92,10
31,92,11
31,92,12
31,92,13
31,92,14
31,92,15
31,92,16
31,92,17
31,92,18
31,160,19
31,92,20
31,92,21
31,92,22
31,92,23
31,92,24
32,92,0
32,92,1
32,92,2
32,225,ROOT
32,92,4
32,92,5
32,92,6
32,92,7
32,92,8
32,92,9
32,92,10
32,92,11
32,92,12
32,92,13
32,92,14
32,92,15
32,92,16
32,92,17
32,92,18
32,160,19
32,92,20
32,92,21
32,92,22
32,92,23
32,92,24
33,92,0
33,92,1
33,92,2
33,225,ROOT
33,92,4
33,92,5
33,92,6
33,92,7
33,92,8
33,92,9
33,92,10
33,92,11
33,92,12
33,92,13
33,92,14
33,92,15
33,155,16
33,92,17
33,92,18
33,155,19
33,92,20
33,92,21
33,92,22
33,92,23
33,92,24
34,92,0
34,92,1
34,155,2
34,200,ROOT
