----
139,0
141,4
147,2
148,1
148,7
152,5
152,8
154,3
157,6
----
11,2
28,1
28,5
29,0
34,4
34,9
39,3
39,7
40,6
----
30,1
30,2
34,0
34,8
35,6
37,4
38,3
39,5
41,9
----
30,3
31,0
32,2
33,8
34,9
35,1
36,5
42,4
42,7
----
10,4
10,5
27,2
30,3
33,1
35,0
36,6
38,7
39,9
----
33,0
33,3
36,4
36,9
37,1
37,7
37,8
38,5
39,2
----
10,8
11,7
12,4
30,1
30,3
33,2
34,0
37,9
38,6
----
11,7
28,0
32,1
35,2
35,3
37,4
38,6
38,8
39,5
----
13,8
16,3
28,2
29,7
30,5
36,1
37,4
38,0
38,6
----
31,0
32,3
32,4
33,6
34,5
36,9
37,1
38,8
39,2
----
32,3
33,4
33,7
35,5
35,6
37,9
38,2
39,0
39,1
----
125,1
126,8
129,9
130,0
134,2
134,7
147,4
148,6
150,5
----
85,2
93,7
94,6
98,1
101,5
107,0
110,3
111,9
114,8
----
107,2
110,1
122,3
128,7
130,6
131,5
132,8
133,4
140,0
----
29,5
32,9
35,6
35,7
37,0
38,2
38,8
39,3
40,4
----
30,0
31,6
32,7
36,4
36,8
37,9
38,1
39,2
42,3
----
32,4
32,8
33,3
34,1
36,5
37,9
38,6
39,2
40,7
----
95,8
108,3
109,0
110,1
111,4
114,6
115,7
117,9
119,5
----
12,1
13,6
25,2
29,8
31,5
32,0
32,4
40,7
41,9
----
12,2
20,4
31,7
32,1
35,0
38,3
38,5
42,6
42,8
----
57,1
68,5
69,7
71,2
74,0
74,4
75,8
77,6
78,9
----
58,4
60,1
60,7
62,6
66,5
69,9
72,2
74,0
77,8
----
66,7
68,0
71,2
72,3
73,5
74,4
75,6
75,9
79,8
----
18,9
19,2
29,3
30,0
30,5
37,1
38,8
41,4
43,6
----
14,3
27,1
30,4
30,7
32,0
32,2
33,5
39,6
42,8
----
11,3
11,7
18,5
27,2
31,0
32,9
36,1
37,8
38,6
----
24,5
27,3
32,4
33,1
33,2
33,8
35,0
36,6
40,9
----
229,6
233,1
237,9
238,5
245,2
247,4
----
25,0
28,7
31,5
32,4
32,8
36,1
37,3
38,6
42,9
----
28,4
29,1
30,8
32,2
35,7
37,3
38,5
40,6
40,9
