----
28,4
53,18
67,12
81,11
114,2
127,6
135,8
151,0
166,7
180,10
193,15
206,13
----
51,8
68,14
83,19
116,10
130,13
144,4
157,7
179,15
----
40,15
54,4
67,1
83,3
97,11
121,5
138,19
152,2
165,18
178,8
193,6
----
51,5
65,9
80,1
93,10
102,16
118,14
132,18
145,15
159,8
173,11
----
43,7
57,1
72,9
80,3
97,17
111,15
125,5
138,11
152,14
165,19
----
35,10
51,12
64,19
77,14
91,1
105,16
119,3
132,2
144,18
157,15
170,17
----
60,9
73,11
87,14
102,0
115,6
129,18
136,1
152,8
166,2
179,3
431,13
445,19
----
39,11
51,1
66,12
83,10
126,7
145,8
158,18
171,19
185,4
201,14
----
34,18
50,5
61,11
75,10
90,15
104,2
112,7
160,1
183,4
197,12
210,9
224,13
237,0
----
52,12
64,0
79,17
91,8
104,15
117,1
131,5
147,9
160,16
180,14
194,3
207,19
----
34,13
50,17
64,12
78,11
92,10
101,15
116,1
131,9
----
40,15
53,3
68,11
82,10
135,1
148,9
169,6
182,8
196,0
513,7
535,5
569,2
583,17
----
53,14
71,4
85,3
100,15
109,0
125,1
142,2
156,5
178,19
191,6
----
34,12
49,8
63,2
76,14
96,1
109,13
125,16
139,11
151,17
----
46,17
59,13
75,1
97,6
111,7
126,3
139,18
153,0
167,4
201,9
334,15
355,5
369,8
382,2
----
25,0
42,17
56,19
72,5
84,1
98,4
112,2
121,9
140,14
153,6
167,16
188,18
----
27,4
38,6
54,15
70,17
84,8
97,9
135,18
149,1
----
46,13
59,11
75,18
88,4
101,12
116,16
125,9
139,8
158,3
175,5
----
51,10
68,17
84,19
98,2
111,1
124,11
136,18
150,4
164,13
179,0
----
42,9
55,8
69,19
83,2
145,5
158,18
172,3
185,1
243,12
280,6
296,7
329,10
----
48,0
59,15
76,18
89,8
102,14
115,19
123,3
139,10
162,13
183,17
196,12
209,16
232,7
----
31,11
45,5
61,6
75,13
88,14
101,8
156,19
173,3
----
41,6
55,4
67,9
78,5
92,16
107,2
121,12
134,1
146,14
176,13
200,10
----
40,1
56,16
81,6
90,0
107,9
133,11
147,12
160,2
----
45,8
60,6
72,10
87,14
100,13
113,18
129,16
159,0
173,4
188,19
212,7
----
36,9
51,16
66,0
80,18
93,4
106,14
116,5
131,1
146,2
160,8
----
34,3
48,0
62,17
76,9
86,7
101,6
114,2
128,4
141,12
154,16
----
33,19
54,4
71,17
85,7
99,11
113,2
126,1
139,12
150,8
168,6
182,14
----
37,19
53,2
68,0
82,15
95,17
108,16
122,7
150,12
168,14
180,9
----
33,9
47,12
73,15
86,18
114,3
129,6
142,11
175,2
189,17
234,4
247,7
260,8
277,14
