----
40,0
54,13
68,9
86,11
99,1
112,5
132,14
209,7
221,10
251,8
305,2
----
24,0
44,13
61,14
96,5
109,3
123,8
134,7
147,11
161,10
206,2
219,1
244,12
----
69,6
85,4
99,1
112,13
126,8
139,10
151,11
165,9
283,2
297,3
319,7
----
58,0
72,11
86,7
149,9
162,3
176,12
189,8
203,1
248,10
296,2
329,6
----
49,7
80,5
98,2
111,3
124,13
137,14
147,6
162,12
174,11
189,10
215,0
----
32,0
46,7
56,4
72,11
87,3
103,6
116,8
129,13
----
40,4
54,3
68,10
82,14
95,9
115,7
152,12
167,13
180,8
238,6
252,11
272,1
291,5
----
27,12
41,6
61,5
82,2
111,13
132,8
146,1
163,11
201,7
294,0
307,9
321,3
334,14
----
53,1
66,11
83,7
106,2
120,6
133,13
147,5
160,12
173,9
187,4
----
39,6
54,12
68,10
83,9
97,1
110,4
124,2
196,13
209,5
224,3
313,0
----
56,14
70,0
85,3
98,11
112,7
126,9
157,10
170,13
188,2
196,12
212,4
231,6
----
41,5
64,4
79,14
92,1
109,12
122,9
136,6
149,13
162,7
----
38,1
62,7
95,3
109,4
122,12
130,5
147,10
160,14
174,0
187,6
216,13
235,11
357,9
----
44,12
107,9
123,3
137,0
151,4
164,13
187,2
199,14
231,1
----
31,10
45,3
55,8
72,6
86,1
100,9
137,4
150,13
187,11
201,14
----
33,8
47,13
71,9
85,4
99,12
112,3
126,10
150,5
169,1
186,11
----
38,14
55,1
89,9
121,6
142,10
154,7
168,12
182,13
200,8
214,4
228,11
----
40,1
53,2
123,13
159,9
173,3
187,12
224,6
237,14
----
36,10
52,2
64,5
77,11
92,1
103,14
147,7
161,0
175,8
----
34,3
85,2
99,13
115,4
128,12
143,11
154,5
180,9
196,8
----
46,2
61,6
75,4
130,0
141,14
156,13
169,11
184,9
240,5
276,7
286,12
337,10
450,1
466,8
----
31,7
46,0
95,3
109,4
123,10
136,9
199,1
214,2
227,6
241,13
258,8
272,11
----
55,0
89,14
107,13
121,8
133,9
149,10
162,5
176,11
190,4
----
31,0
46,7
60,4
81,6
94,2
110,8
126,5
141,9
175,3
197,12
210,10
235,1
----
49,1
64,0
84,13
100,9
115,7
129,5
142,6
155,3
168,4
182,8
----
37,8
50,4
82,1
101,0
115,10
130,3
146,11
156,2
171,9
186,6
269,5
----
64,6
79,7
92,3
107,12
120,8
133,5
180,2
216,9
----
49,9
63,3
77,5
195,7
209,4
223,11
569,1
583,6
606,12
637,2
----
38,6
65,4
79,5
88,14
104,9
118,0
138,2
151,12
176,3
201,10
258,11
----
35,13
51,10
67,2
86,14
98,9
122,6
135,5
146,0
189,4
225,3
