----
10,14
13,10
18,8
18,13
25,5
26,0
31,17
31,18
33,2
34,3
35,7
36,1
36,12
37,6
37,16
38,19
40,4
43,11
45,15
----
20,7
20,11
25,9
26,0
26,4
26,13
28,3
29,1
29,8
30,12
32,6
32,19
34,2
36,10
39,17
39,18
40,14
40,16
44,5
----
20,10
21,11
31,6
33,0
35,7
35,18
36,1
36,8
38,19
41,15
42,3
42,9
42,13
44,17
45,12
52,14
53,16
----
11,3
16,13
16,15
22,19
23,9
24,8
24,17
31,18
34,2
34,6
34,7
35,5
36,4
36,11
37,0
37,10
38,14
43,16
45,12
----
9,13
9,16
15,10
18,14
19,1
19,3
20,4
20,7
21,0
27,6
28,17
31,9
31,12
35,11
39,2
39,8
41,18
44,15
44,19
----
11,17
12,8
13,13
14,0
15,5
18,7
20,18
23,3
24,1
25,16
26,9
27,11
29,14
29,19
31,10
33,12
34,6
36,2
38,4
----
7,0
7,17
10,18
11,6
11,11
11,12
13,15
21,16
22,7
23,4
25,5
26,8
28,1
30,19
31,3
32,10
32,14
34,13
41,2
----
14,1
14,14
17,12
25,11
26,3
28,4
28,13
29,5
29,18
32,7
33,2
34,6
36,9
36,19
38,8
42,15
42,17
43,16
----
12,19
13,3
16,5
17,14
18,1
20,11
27,2
32,15
33,4
33,9
35,6
37,13
38,12
40,16
42,8
----
20,9
21,13
28,3
34,4
35,19
37,5
38,10
42,0
43,15
43,18
45,7
47,8
47,14
49,1
49,11
49,12
50,16
53,17
----
6,11
8,4
12,15
13,14
16,1
19,8
20,13
24,19
26,10
30,16
31,0
31,2
31,3
33,6
33,9
33,17
39,7
40,5
41,18
----
24,12
25,14
25,18
28,5
29,2
30,3
31,0
31,10
31,19
32,11
34,6
35,9
35,13
36,7
36,17
38,4
39,15
42,1
48,16
----
19,7
19,19
20,4
22,1
22,9
25,13
27,2
27,10
27,12
30,6
33,0
35,5
35,11
37,16
38,8
39,18
43,17
----
16,7
20,13
22,10
28,0
29,6
31,3
31,19
32,9
33,5
35,14
37,16
40,4
41,8
43,12
43,15
43,18
44,2
44,17
45,11
----
8,3
10,8
12,12
20,17
20,18
21,0
25,2
26,11
27,16
28,14
29,19
33,13
34,9
34,15
35,7
36,5
39,1
39,4
----
12,3
14,2
15,9
17,0
17,12
18,13
20,6
21,4
22,18
24,7
25,15
26,16
28,11
29,1
31,5
32,8
34,19
35,17
47,14
----
10,4
11,10
16,9
17,6
17,7
17,19
18,8
23,1
26,2
30,5
32,18
33,0
37,15
39,13
40,14
41,16
44,3
----
11,14
12,4
12,9
14,1
16,11
23,12
24,0
25,19
27,15
29,13
30,5
30,16
31,7
33,3
34,17
36,6
36,18
37,8
40,10
----
21,9
24,14
24,15
25,17
26,3
27,16
29,7
29,12
30,4
31,13
35,2
35,10
36,6
37,18
42,5
42,11
46,8
46,19
48,1
----
17,4
19,6
20,11
20,12
21,18
22,0
24,10
25,15
27,2
27,3
28,8
29,9
30,13
30,14
31,16
38,1
39,17
41,7
46,19
----
7,1
9,19
11,18
12,4
15,6
20,15
24,7
25,14
28,2
28,9
29,5
29,11
32,13
33,12
36,16
39,3
----
20,14
24,4
25,11
25,12
26,5
27,1
27,8
30,3
32,2
32,18
34,10
36,19
37,17
39,0
39,9
40,16
44,6
44,13
46,15
----
10,1
10,2
11,4
12,8
13,11
14,18
15,5
15,10
27,16
30,0
30,9
31,15
34,6
35,7
36,3
37,13
40,19
42,12
43,17
----
9,19
12,15
20,0
20,7
21,11
22,6
25,16
25,17
26,13
28,4
31,12
33,9
35,14
38,2
38,3
39,8
39,10
43,5
----
9,12
9,14
10,6
10,19
16,13
26,1
26,10
30,9
32,0
33,3
35,5
35,7
36,2
39,11
40,8
43,16
43,17
----
21,1
22,7
23,6
24,13
25,10
26,19
28,0
29,14
33,2
33,17
36,4
36,11
36,15
36,18
37,16
38,12
39,9
40,3
45,5
----
21,0
23,15
25,13
26,6
29,1
29,18
33,9
36,2
36,7
37,3
38,11
41,19
42,12
43,5
43,8
44,17
45,4
45,10
49,14
----
13,16
20,6
27,10
27,18
30,3
30,19
32,8
32,15
34,7
36,1
36,2
37,0
37,12
37,13
37,14
38,5
41,9
44,4
49,17
----
9,1
11,19
13,18
16,0
16,12
20,7
22,11
25,17
26,3
28,13
29,8
33,14
34,15
36,5
36,9
37,6
38,16
42,4
43,10
----
10,15
11,18
13,4
14,5
16,7
17,9
18,1
18,19
19,2
19,16
20,12
20,17
21,13
23,3
28,10
32,6
32,11
36,8
36,14
