----
29,8
45,14
58,2
70,18
85,5
99,0
107,6
123,12
137,7
152,15
165,10
179,4
192,1
----
55,10
71,4
85,0
105,5
119,12
129,16
143,18
158,1
171,2
----
31,8
42,14
55,2
69,5
85,1
99,3
113,10
126,17
140,13
----
27,10
52,13
68,18
82,2
96,12
110,16
147,0
161,6
175,14
189,11
202,15
----
38,3
55,16
69,19
82,18
92,17
106,10
121,15
135,11
148,14
161,1
174,12
----
34,19
50,2
64,7
76,18
92,13
108,0
121,11
134,1
148,9
169,3
183,10
195,4
----
30,15
44,14
55,3
71,19
85,17
99,18
119,11
132,2
145,10
159,7
172,1
----
26,9
40,15
74,16
91,12
104,13
118,7
132,8
145,11
159,5
----
35,19
50,13
65,6
79,1
92,10
106,9
117,16
130,2
144,11
158,7
167,15
184,4
196,3
----
25,9
39,7
51,10
67,4
81,13
119,8
131,5
145,11
166,17
180,14
194,1
225,2
----
71,11
86,0
152,16
166,15
180,6
214,8
222,19
238,14
273,5
287,10
300,9
314,4
335,12
----
37,12
74,19
88,3
101,8
113,13
126,6
140,18
154,14
167,10
176,4
191,17
226,2
239,5
254,9
----
35,5
51,19
66,9
80,3
93,7
108,18
114,17
131,15
145,1
158,0
172,13
----
34,16
52,6
64,3
76,0
112,19
148,11
161,17
174,1
187,12
193,18
----
34,15
51,10
64,0
74,7
90,1
104,8
117,14
130,13
149,16
162,11
175,9
----
37,7
53,0
67,12
80,9
89,14
105,11
119,8
133,4
146,17
157,5
171,13
184,15
198,10
211,1
----
28,9
42,12
55,2
75,17
93,5
106,13
118,16
132,18
146,3
159,14
172,6
186,10
----
29,14
45,19
60,4
73,0
87,16
100,3
113,6
121,10
137,5
150,17
----
32,7
67,6
82,17
92,18
106,1
121,5
134,10
148,8
161,19
175,0
188,13
201,16
----
26,0
37,13
52,9
67,5
81,18
125,12
138,1
151,6
165,14
----
24,8
69,13
85,12
99,17
135,0
148,7
156,4
172,6
185,11
200,2
213,16
227,9
240,15
----
40,7
56,11
77,2
90,3
103,18
112,5
128,12
142,10
155,14
169,17
182,8
196,4
----
30,3
46,6
60,7
73,1
90,19
104,0
139,12
152,4
166,2
----
27,7
41,12
56,16
71,13
87,3
102,0
115,18
149,4
162,1
----
45,1
58,16
73,14
86,12
99,3
114,11
123,6
139,2
153,13
167,8
180,7
194,9
207,15
----
31,10
47,4
59,8
73,5
86,12
100,1
114,2
128,16
141,6
152,0
165,11
----
35,2
49,14
65,16
99,15
113,12
142,0
159,7
173,8
186,17
198,3
211,9
----
27,9
62,5
77,10
93,0
107,18
120,1
129,16
144,11
----
30,3
47,0
60,18
73,8
86,13
100,6
114,10
127,14
141,4
----
35,11
51,2
65,5
77,7
90,18
102,9
116,1
130,6
143,16
157,19
170,14
183,13
